FIRSTBOXNUM_BATTERYNUM,VOLTAGEVALUE,TEMPREATUREVALUE,RECEIVETIME,
3_12,3.309,0,2015-12-11 16:35:16.0,
3_13,3.306,0,2015-12-11 16:35:16.0,
3_14,3.31,0,2015-12-11 16:35:16.0,
3_15,3.309,0,2015-12-11 16:35:16.0,
3_16,3.309,0,2015-12-11 16:35:16.0,
3_17,3.309,0,2015-12-11 16:35:16.0,
3_18,3.31,0,2015-12-11 16:35:16.0,
3_19,3.309,0,2015-12-11 16:35:16.0,
3_20,3.309,0,2015-12-11 16:35:16.0,
3_21,3.308,0,2015-12-11 16:35:16.0,
3_22,3.308,0,2015-12-11 16:35:16.0,
1_1,3.262,62,2015-12-11 17:05:19.0,
1_2,3.264,60,2015-12-11 17:05:19.0,
1_3,3.26,0,2015-12-11 17:05:19.0,
1_4,3.251,0,2015-12-11 17:05:19.0,
1_5,3.262,0,2015-12-11 17:05:19.0,
1_6,3.263,0,2015-12-11 17:05:19.0,
1_7,3.261,0,2015-12-11 17:05:19.0,
1_8,3.265,0,2015-12-11 17:05:19.0,
1_9,3.258,0,2015-12-11 17:05:19.0,
1_10,3.258,0,2015-12-11 17:05:19.0,
1_11,3.259,0,2015-12-11 17:05:19.0,
1_12,3.264,0,2015-12-11 17:05:19.0,
1_13,3.252,0,2015-12-11 17:05:19.0,
1_14,3.26,0,2015-12-11 17:05:19.0,
1_15,3.26,0,2015-12-11 17:05:19.0,
1_16,3.26,0,2015-12-11 17:05:19.0,
2_1,3.257,60,2015-12-11 17:05:19.0,
2_2,3.256,57,2015-12-11 17:05:19.0,
2_3,3.259,0,2015-12-11 17:05:19.0,
2_4,3.247,0,2015-12-11 17:05:19.0,
2_5,3.258,0,2015-12-11 17:05:19.0,
2_6,3.256,0,2015-12-11 17:05:19.0,
2_7,3.256,0,2015-12-11 17:05:19.0,
2_8,3.256,0,2015-12-11 17:05:19.0,
2_9,3.261,0,2015-12-11 17:05:19.0,
2_10,3.258,0,2015-12-11 17:05:19.0,
2_11,3.257,0,2015-12-11 17:05:19.0,
2_12,3.258,0,2015-12-11 17:05:19.0,
2_13,3.247,0,2015-12-11 17:05:19.0,
2_14,3.257,0,2015-12-11 17:05:19.0,
2_15,3.257,0,2015-12-11 17:05:19.0,
2_16,3.261,0,2015-12-11 17:05:19.0,
3_1,3.251,60,2015-12-11 17:05:19.0,
3_2,3.246,59,2015-12-11 17:05:19.0,
3_3,3.246,0,2015-12-11 17:05:19.0,
3_4,3.238,0,2015-12-11 17:05:19.0,
3_5,3.251,0,2015-12-11 17:05:19.0,
3_6,3.248,0,2015-12-11 17:05:19.0,
3_7,3.25,0,2015-12-11 17:05:19.0,
3_8,3.237,0,2015-12-11 17:05:19.0,
3_9,3.252,0,2015-12-11 17:05:19.0,
3_10,3.25,0,2015-12-11 17:05:19.0,
3_11,3.249,0,2015-12-11 17:05:19.0,
3_12,3.245,0,2015-12-11 17:05:19.0,
3_13,3.245,0,2015-12-11 17:05:19.0,
3_14,3.251,0,2015-12-11 17:05:19.0,
3_15,3.246,0,2015-12-11 17:05:19.0,
3_16,3.248,0,2015-12-11 17:05:19.0,
3_17,3.24,0,2015-12-11 17:05:19.0,
3_18,3.249,0,2015-12-11 17:05:19.0,
3_19,3.248,0,2015-12-11 17:05:19.0,
3_20,3.248,0,2015-12-11 17:05:19.0,
3_21,3.24,0,2015-12-11 17:05:19.0,
3_22,3.246,0,2015-12-11 17:05:19.0,
3_23,3.252,0,2015-12-11 17:05:19.0,
3_24,3.247,0,2015-12-11 17:05:19.0,
4_1,3.251,60,2015-12-11 17:05:19.0,
4_2,3.251,60,2015-12-11 17:05:19.0,
4_3,3.248,0,2015-12-11 17:05:19.0,
4_4,3.239,0,2015-12-11 17:05:19.0,
4_5,3.252,0,2015-12-11 17:05:19.0,
4_6,3.247,0,2015-12-11 17:05:19.0,
4_7,3.252,0,2015-12-11 17:05:19.0,
4_8,3.249,0,2015-12-11 17:05:19.0,
4_9,3.251,0,2015-12-11 17:05:19.0,
4_10,3.251,0,2015-12-11 17:05:19.0,
4_11,3.255,0,2015-12-11 17:05:19.0,
4_12,3.252,0,2015-12-11 17:05:19.0,
4_13,3.244,0,2015-12-11 17:05:19.0,
4_14,3.249,0,2015-12-11 17:05:19.0,
4_15,3.256,0,2015-12-11 17:05:19.0,
4_16,3.25,0,2015-12-11 17:05:19.0,
5_1,3.258,62,2015-12-11 17:05:19.0,
5_2,3.255,60,2015-12-11 17:05:19.0,
5_3,3.253,0,2015-12-11 17:05:19.0,
5_4,3.247,0,2015-12-11 17:05:19.0,
5_5,3.256,0,2015-12-11 17:05:19.0,
5_6,3.256,0,2015-12-11 17:05:19.0,
5_7,3.254,0,2015-12-11 17:05:19.0,
5_8,3.249,0,2015-12-11 17:05:19.0,
5_9,3.259,0,2015-12-11 17:05:19.0,
5_10,3.258,0,2015-12-11 17:05:19.0,
5_11,3.253,0,2015-12-11 17:05:19.0,
5_12,3.254,0,2015-12-11 17:05:19.0,
5_13,3.256,0,2015-12-11 17:05:19.0,
5_14,3.257,0,2015-12-11 17:05:19.0,
5_15,3.256,0,2015-12-11 17:05:19.0,
5_16,3.257,0,2015-12-11 17:05:19.0,
5_17,3.247,0,2015-12-11 17:05:19.0,
5_18,3.257,0,2015-12-11 17:05:19.0,
5_19,3.256,0,2015-12-11 17:05:19.0,
5_20,3.256,0,2015-12-11 17:05:19.0,
5_21,3.248,0,2015-12-11 17:05:19.0,
5_22,3.256,0,2015-12-11 17:05:19.0,
5_23,3.255,0,2015-12-11 17:05:19.0,
5_24,3.257,0,2015-12-11 17:05:19.0,
6_1,3.259,62,2015-12-11 17:05:19.0,
6_2,3.262,60,2015-12-11 17:05:19.0,
6_3,3.258,0,2015-12-11 17:05:19.0,
6_4,3.255,0,2015-12-11 17:05:19.0,
6_5,3.261,0,2015-12-11 17:05:19.0,
6_6,3.261,0,2015-12-11 17:05:19.0,
6_7,3.256,0,2015-12-11 17:05:19.0,
6_8,3.252,0,2015-12-11 17:05:19.0,
6_9,3.268,0,2015-12-11 17:05:19.0,
6_10,3.273,0,2015-12-11 17:05:19.0,
6_11,3.27,0,2015-12-11 17:05:19.0,
6_12,3.272,0,2015-12-11 17:05:19.0,
6_13,3.268,0,2015-12-11 17:05:19.0,
6_14,3.267,0,2015-12-11 17:05:19.0,
6_15,3.268,0,2015-12-11 17:05:19.0,
6_16,3.266,0,2015-12-11 17:05:19.0,
6_17,3.261,0,2015-12-11 17:05:19.0,
6_18,3.264,0,2015-12-11 17:05:19.0,
6_19,3.265,0,2015-12-11 17:05:19.0,
6_20,3.267,0,2015-12-11 17:05:19.0,
6_21,3.263,0,2015-12-11 17:05:19.0,
6_22,3.269,0,2015-12-11 17:05:19.0,
6_23,3.268,0,2015-12-11 17:05:19.0,
6_24,3.266,0,2015-12-11 17:05:19.0,
7_1,3.29,60,2015-12-11 17:05:19.0,
7_2,3.289,60,2015-12-11 17:05:19.0,
7_3,3.289,0,2015-12-11 17:05:19.0,
7_4,3.287,0,2015-12-11 17:05:19.0,
7_5,3.292,0,2015-12-11 17:05:19.0,
7_6,3.289,0,2015-12-11 17:05:19.0,
7_7,3.287,0,2015-12-11 17:05:19.0,
7_8,3.287,0,2015-12-11 17:05:19.0,
7_9,3.287,0,2015-12-11 17:05:19.0,
7_10,3.281,0,2015-12-11 17:05:19.0,
7_11,3.286,0,2015-12-11 17:05:19.0,
7_12,3.288,0,2015-12-11 17:05:19.0,
7_13,3.285,0,2015-12-11 17:05:19.0,
7_14,3.285,0,2015-12-11 17:05:19.0,
7_15,3.287,0,2015-12-11 17:05:19.0,
7_16,3.287,0,2015-12-11 17:05:19.0,
8_1,3.286,59,2015-12-11 17:05:19.0,
8_2,3.288,59,2015-12-11 17:05:19.0,
8_3,3.288,0,2015-12-11 17:05:19.0,
8_4,3.285,0,2015-12-11 17:05:19.0,
8_5,3.289,0,2015-12-11 17:05:19.0,
8_6,3.289,0,2015-12-11 17:05:19.0,
8_7,3.287,0,2015-12-11 17:05:19.0,
8_8,3.29,0,2015-12-11 17:05:19.0,
8_9,3.282,0,2015-12-11 17:05:19.0,
8_10,3.278,0,2015-12-11 17:05:19.0,
8_11,3.281,0,2015-12-11 17:05:19.0,
8_12,3.279,0,2015-12-11 17:05:19.0,
8_13,3.281,0,2015-12-11 17:05:19.0,
8_14,3.279,0,2015-12-11 17:05:19.0,
8_15,3.28,0,2015-12-11 17:05:19.0,
8_16,3.279,0,2015-12-11 17:05:19.0,
9_1,3.273,60,2015-12-11 17:05:19.0,
9_2,3.27,60,2015-12-11 17:05:19.0,
9_3,3.272,0,2015-12-11 17:05:19.0,
9_4,3.266,0,2015-12-11 17:05:19.0,
9_5,3.272,0,2015-12-11 17:05:19.0,
9_6,3.269,0,2015-12-11 17:05:19.0,
9_7,3.272,0,2015-12-11 17:05:19.0,
9_8,3.269,0,2015-12-11 17:05:19.0,
9_9,3.274,0,2015-12-11 17:05:19.0,
9_10,3.273,0,2015-12-11 17:05:19.0,
9_11,3.276,0,2015-12-11 17:05:19.0,
9_12,3.275,0,2015-12-11 17:05:19.0,
9_13,3.272,0,2015-12-11 17:05:19.0,
9_14,3.277,0,2015-12-11 17:05:19.0,
9_15,3.277,0,2015-12-11 17:05:19.0,
9_16,3.277,0,2015-12-11 17:05:19.0,
1_1,3.296,60,2015-12-11 17:35:18.0,
1_2,3.298,60,2015-12-11 17:35:18.0,
1_3,3.296,0,2015-12-11 17:35:18.0,
1_4,3.303,0,2015-12-11 17:35:18.0,
1_5,3.29,0,2015-12-11 17:35:18.0,
1_6,3.292,0,2015-12-11 17:35:18.0,
1_7,3.29,0,2015-12-11 17:35:18.0,
1_8,3.291,0,2015-12-11 17:35:18.0,
1_9,3.287,0,2015-12-11 17:35:18.0,
1_10,3.289,0,2015-12-11 17:35:18.0,
1_11,3.289,0,2015-12-11 17:35:18.0,
1_12,3.291,0,2015-12-11 17:35:18.0,
1_13,3.292,0,2015-12-11 17:35:18.0,
1_14,3.289,0,2015-12-11 17:35:18.0,
1_15,3.289,0,2015-12-11 17:35:18.0,
1_16,3.288,0,2015-12-11 17:35:18.0,
2_1,3.287,59,2015-12-11 17:35:18.0,
2_2,3.288,57,2015-12-11 17:35:18.0,
2_3,3.289,0,2015-12-11 17:35:18.0,
2_4,3.291,0,2015-12-11 17:35:18.0,
2_5,3.288,0,2015-12-11 17:35:18.0,
2_6,3.288,0,2015-12-11 17:35:18.0,
2_7,3.288,0,2015-12-11 17:35:18.0,
2_8,3.288,0,2015-12-11 17:35:18.0,
2_9,3.289,0,2015-12-11 17:35:18.0,
2_10,3.288,0,2015-12-11 17:35:18.0,
2_11,3.288,0,2015-12-11 17:35:18.0,
2_12,3.289,0,2015-12-11 17:35:18.0,
2_13,3.291,0,2015-12-11 17:35:18.0,
2_14,3.29,0,2015-12-11 17:35:18.0,
2_15,3.289,0,2015-12-11 17:35:18.0,
2_16,3.29,0,2015-12-11 17:35:18.0,
3_1,3.287,60,2015-12-11 17:35:18.0,
3_2,3.287,57,2015-12-11 17:35:18.0,
3_3,3.287,0,2015-12-11 17:35:18.0,
3_4,3.29,0,2015-12-11 17:35:18.0,
3_5,3.287,0,2015-12-11 17:35:18.0,
3_6,3.287,0,2015-12-11 17:35:18.0,
3_7,3.287,0,2015-12-11 17:35:18.0,
3_8,3.287,0,2015-12-11 17:35:18.0,
3_9,3.286,0,2015-12-11 17:35:18.0,
3_10,3.286,0,2015-12-11 17:35:18.0,
3_11,3.285,0,2015-12-11 17:35:18.0,
3_12,3.286,0,2015-12-11 17:35:18.0,
3_13,3.283,0,2015-12-11 17:35:18.0,
3_14,3.288,0,2015-12-11 17:35:18.0,
3_15,3.287,0,2015-12-11 17:35:18.0,
3_16,3.286,0,2015-12-11 17:35:18.0,
3_17,3.287,0,2015-12-11 17:35:18.0,
3_18,3.285,0,2015-12-11 17:35:18.0,
3_19,3.286,0,2015-12-11 17:35:18.0,
3_20,3.285,0,2015-12-11 17:35:18.0,
3_21,3.287,0,2015-12-11 17:35:18.0,
3_22,3.285,0,2015-12-11 17:35:18.0,
3_23,3.288,0,2015-12-11 17:35:18.0,
3_24,3.284,0,2015-12-11 17:35:18.0,
4_1,3.284,60,2015-12-11 17:35:18.0,
4_2,3.284,59,2015-12-11 17:35:18.0,
4_3,3.283,0,2015-12-11 17:35:18.0,
4_4,3.284,0,2015-12-11 17:35:18.0,
4_5,3.284,0,2015-12-11 17:35:18.0,
4_6,3.284,0,2015-12-11 17:35:18.0,
4_7,3.285,0,2015-12-11 17:35:18.0,
4_8,3.284,0,2015-12-11 17:35:18.0,
4_9,3.283,0,2015-12-11 17:35:18.0,
4_10,3.285,0,2015-12-11 17:35:18.0,
4_11,3.286,0,2015-12-11 17:35:18.0,
4_12,3.289,0,2015-12-11 17:35:18.0,
4_13,3.288,0,2015-12-11 17:35:18.0,
4_14,3.285,0,2015-12-11 17:35:18.0,
4_15,3.287,0,2015-12-11 17:35:18.0,
4_16,3.285,0,2015-12-11 17:35:18.0,
5_1,3.287,60,2015-12-11 17:35:18.0,
5_2,3.287,59,2015-12-11 17:35:18.0,
5_3,3.287,0,2015-12-11 17:35:18.0,
5_4,3.29,0,2015-12-11 17:35:18.0,
5_5,3.286,0,2015-12-11 17:35:18.0,
5_6,3.286,0,2015-12-11 17:35:18.0,
5_7,3.287,0,2015-12-11 17:35:18.0,
5_8,3.29,0,2015-12-11 17:35:18.0,
5_9,3.288,0,2015-12-11 17:35:18.0,
5_10,3.288,0,2015-12-11 17:35:18.0,
5_11,3.286,0,2015-12-11 17:35:18.0,
5_12,3.285,0,2015-12-11 17:35:18.0,
5_13,3.287,0,2015-12-11 17:35:18.0,
5_14,3.288,0,2015-12-11 17:35:18.0,
5_15,3.287,0,2015-12-11 17:35:18.0,
5_16,3.287,0,2015-12-11 17:35:18.0,
5_17,3.289,0,2015-12-11 17:35:18.0,
5_18,3.288,0,2015-12-11 17:35:18.0,
5_19,3.289,0,2015-12-11 17:35:18.0,
5_20,3.287,0,2015-12-11 17:35:18.0,
5_21,3.29,0,2015-12-11 17:35:18.0,
5_22,3.286,0,2015-12-11 17:35:18.0,
5_23,3.287,0,2015-12-11 17:35:18.0,
5_24,3.287,0,2015-12-11 17:35:18.0,
6_1,3.302,60,2015-12-11 17:35:18.0,
6_2,3.303,59,2015-12-11 17:35:18.0,
6_3,3.303,0,2015-12-11 17:35:18.0,
6_4,3.314,0,2015-12-11 17:35:18.0,
6_5,3.303,0,2015-12-11 17:35:18.0,
6_6,3.304,0,2015-12-11 17:35:18.0,
6_7,3.303,0,2015-12-11 17:35:18.0,
6_8,3.308,0,2015-12-11 17:35:18.0,
6_9,3.303,0,2015-12-11 17:35:18.0,
6_10,3.305,0,2015-12-11 17:35:18.0,
6_11,3.304,0,2015-12-11 17:35:18.0,
6_12,3.307,0,2015-12-11 17:35:18.0,
6_13,3.301,0,2015-12-11 17:35:18.0,
6_14,3.302,0,2015-12-11 17:35:18.0,
6_15,3.301,0,2015-12-11 17:35:18.0,
6_16,3.3,0,2015-12-11 17:35:18.0,
6_17,3.306,0,2015-12-11 17:35:18.0,
6_18,3.299,0,2015-12-11 17:35:18.0,
6_19,3.301,0,2015-12-11 17:35:18.0,
6_20,3.302,0,2015-12-11 17:35:18.0,
6_21,3.309,0,2015-12-11 17:35:18.0,
6_22,3.302,0,2015-12-11 17:35:18.0,
6_23,3.301,0,2015-12-11 17:35:18.0,
6_24,3.301,0,2015-12-11 17:35:18.0,
7_1,3.307,59,2015-12-11 17:35:18.0,
7_2,3.31,59,2015-12-11 17:35:18.0,
7_3,3.31,0,2015-12-11 17:35:18.0,
7_4,3.321,0,2015-12-11 17:35:18.0,
7_5,3.31,0,2015-12-11 17:35:18.0,
7_6,3.31,0,2015-12-11 17:35:18.0,
7_7,3.308,0,2015-12-11 17:35:18.0,
7_8,3.308,0,2015-12-11 17:35:18.0,
7_9,3.306,0,2015-12-11 17:35:18.0,
7_10,3.307,0,2015-12-11 17:35:18.0,
7_11,3.305,0,2015-12-11 17:35:18.0,
7_12,3.307,0,2015-12-11 17:35:18.0,
7_13,3.31,0,2015-12-11 17:35:18.0,
7_14,3.305,0,2015-12-11 17:35:18.0,
7_15,3.307,0,2015-12-11 17:35:18.0,
7_16,3.309,0,2015-12-11 17:35:18.0,
8_1,3.307,59,2015-12-11 17:35:18.0,
8_2,3.305,57,2015-12-11 17:35:18.0,
8_3,3.306,0,2015-12-11 17:35:18.0,
8_4,3.312,0,2015-12-11 17:35:18.0,
8_5,3.307,0,2015-12-11 17:35:18.0,
8_6,3.309,0,2015-12-11 17:35:18.0,
8_7,3.307,0,2015-12-11 17:35:18.0,
8_8,3.307,0,2015-12-11 17:35:18.0,
8_9,3.304,0,2015-12-11 17:35:18.0,
8_10,3.303,0,2015-12-11 17:35:18.0,
8_11,3.304,0,2015-12-11 17:35:18.0,
8_12,3.305,0,2015-12-11 17:35:18.0,
8_13,3.314,0,2015-12-11 17:35:18.0,
8_14,3.305,0,2015-12-11 17:35:18.0,
8_15,3.305,0,2015-12-11 17:35:18.0,
8_16,3.303,0,2015-12-11 17:35:18.0,
9_1,3.298,60,2015-12-11 17:35:18.0,
9_2,3.298,60,2015-12-11 17:35:18.0,
9_3,3.299,0,2015-12-11 17:35:18.0,
9_4,3.304,0,2015-12-11 17:35:18.0,
9_5,3.298,0,2015-12-11 17:35:18.0,
9_6,3.297,0,2015-12-11 17:35:18.0,
9_7,3.296,0,2015-12-11 17:35:18.0,
9_8,3.296,0,2015-12-11 17:35:18.0,
9_9,3.3,0,2015-12-11 17:35:18.0,
9_10,3.302,0,2015-12-11 17:35:18.0,
9_11,3.302,0,2015-12-11 17:35:18.0,
9_12,3.303,0,2015-12-11 17:35:18.0,
9_13,3.308,0,2015-12-11 17:35:18.0,
9_14,3.304,0,2015-12-11 17:35:18.0,
9_15,3.302,0,2015-12-11 17:35:18.0,
9_16,3.303,0,2015-12-11 17:35:18.0,
1_1,3.279,60,2015-12-11 18:05:21.0,
1_2,3.28,60,2015-12-11 18:05:21.0,
1_3,3.279,0,2015-12-11 18:05:21.0,
1_4,3.277,0,2015-12-11 18:05:21.0,
1_5,3.279,0,2015-12-11 18:05:21.0,
1_6,3.28,0,2015-12-11 18:05:21.0,
1_7,3.279,0,2015-12-11 18:05:21.0,
1_8,3.279,0,2015-12-11 18:05:21.0,
1_9,3.277,0,2015-12-11 18:05:21.0,
1_10,3.279,0,2015-12-11 18:05:21.0,
1_11,3.278,0,2015-12-11 18:05:21.0,
1_12,3.278,0,2015-12-11 18:05:21.0,
1_13,3.277,0,2015-12-11 18:05:21.0,
1_14,3.279,0,2015-12-11 18:05:21.0,
1_15,3.278,0,2015-12-11 18:05:21.0,
1_16,3.276,0,2015-12-11 18:05:21.0,
2_1,3.277,59,2015-12-11 18:05:21.0,
2_2,3.279,57,2015-12-11 18:05:21.0,
2_3,3.279,0,2015-12-11 18:05:21.0,
2_4,3.277,0,2015-12-11 18:05:21.0,
2_5,3.277,0,2015-12-11 18:05:21.0,
2_6,3.279,0,2015-12-11 18:05:21.0,
2_7,3.279,0,2015-12-11 18:05:21.0,
2_8,3.277,0,2015-12-11 18:05:21.0,
2_9,3.278,0,2015-12-11 18:05:21.0,
2_10,3.279,0,2015-12-11 18:05:21.0,
2_11,3.279,0,2015-12-11 18:05:21.0,
2_12,3.279,0,2015-12-11 18:05:21.0,
2_13,3.277,0,2015-12-11 18:05:21.0,
2_14,3.279,0,2015-12-11 18:05:21.0,
2_15,3.279,0,2015-12-11 18:05:21.0,
2_16,3.279,0,2015-12-11 18:05:21.0,
3_1,3.279,60,2015-12-11 18:05:21.0,
3_2,3.28,59,2015-12-11 18:05:21.0,
3_3,3.279,0,2015-12-11 18:05:21.0,
3_4,3.279,0,2015-12-11 18:05:21.0,
3_5,3.279,0,2015-12-11 18:05:21.0,
3_6,3.28,0,2015-12-11 18:05:21.0,
3_7,3.281,0,2015-12-11 18:05:21.0,
3_8,3.279,0,2015-12-11 18:05:21.0,
3_9,3.279,0,2015-12-11 18:05:21.0,
3_10,3.279,0,2015-12-11 18:05:21.0,
3_11,3.279,0,2015-12-11 18:05:21.0,
3_12,3.277,0,2015-12-11 18:05:21.0,
3_13,3.276,0,2015-12-11 18:05:21.0,
3_14,3.279,0,2015-12-11 18:05:21.0,
3_15,3.279,0,2015-12-11 18:05:21.0,
3_16,3.279,0,2015-12-11 18:05:21.0,
3_17,3.279,0,2015-12-11 18:05:21.0,
3_18,3.28,0,2015-12-11 18:05:21.0,
3_19,3.28,0,2015-12-11 18:05:21.0,
3_20,3.279,0,2015-12-11 18:05:21.0,
3_21,3.277,0,2015-12-11 18:05:21.0,
3_22,3.279,0,2015-12-11 18:05:21.0,
3_23,3.28,0,2015-12-11 18:05:21.0,
3_24,3.279,0,2015-12-11 18:05:21.0,
4_1,3.279,60,2015-12-11 18:05:21.0,
4_2,3.279,60,2015-12-11 18:05:21.0,
4_3,3.279,0,2015-12-11 18:05:21.0,
4_4,3.277,0,2015-12-11 18:05:21.0,
4_5,3.278,0,2015-12-11 18:05:21.0,
4_6,3.279,0,2015-12-11 18:05:21.0,
4_7,3.279,0,2015-12-11 18:05:21.0,
4_8,3.279,0,2015-12-11 18:05:21.0,
4_9,3.279,0,2015-12-11 18:05:21.0,
4_10,3.28,0,2015-12-11 18:05:21.0,
4_11,3.28,0,2015-12-11 18:05:21.0,
4_12,3.28,0,2015-12-11 18:05:21.0,
4_13,3.279,0,2015-12-11 18:05:21.0,
4_14,3.28,0,2015-12-11 18:05:21.0,
4_15,3.28,0,2015-12-11 18:05:21.0,
4_16,3.279,0,2015-12-11 18:05:21.0,
5_1,3.279,60,2015-12-11 18:05:21.0,
5_2,3.279,60,2015-12-11 18:05:21.0,
5_3,3.279,0,2015-12-11 18:05:21.0,
5_4,3.277,0,2015-12-11 18:05:21.0,
5_5,3.279,0,2015-12-11 18:05:21.0,
5_6,3.279,0,2015-12-11 18:05:21.0,
5_7,3.279,0,2015-12-11 18:05:21.0,
5_8,3.279,0,2015-12-11 18:05:21.0,
5_9,3.279,0,2015-12-11 18:05:21.0,
5_10,3.279,0,2015-12-11 18:05:21.0,
5_11,3.278,0,2015-12-11 18:05:21.0,
5_12,3.276,0,2015-12-11 18:05:21.0,
5_13,3.277,0,2015-12-11 18:05:21.0,
5_14,3.279,0,2015-12-11 18:05:21.0,
5_15,3.279,0,2015-12-11 18:05:21.0,
5_16,3.279,0,2015-12-11 18:05:21.0,
5_17,3.279,0,2015-12-11 18:05:21.0,
5_18,3.279,0,2015-12-11 18:05:21.0,
5_19,3.279,0,2015-12-11 18:05:21.0,
5_20,3.279,0,2015-12-11 18:05:21.0,
5_21,3.279,0,2015-12-11 18:05:21.0,
5_22,3.279,0,2015-12-11 18:05:21.0,
5_23,3.279,0,2015-12-11 18:05:21.0,
5_24,3.279,0,2015-12-11 18:05:21.0,
6_1,3.28,60,2015-12-11 18:05:21.0,
6_2,3.282,60,2015-12-11 18:05:21.0,
6_3,3.281,0,2015-12-11 18:05:21.0,
6_4,3.28,0,2015-12-11 18:05:21.0,
6_5,3.282,0,2015-12-11 18:05:21.0,
6_6,3.282,0,2015-12-11 18:05:21.0,
6_7,3.282,0,2015-12-11 18:05:21.0,
6_8,3.282,0,2015-12-11 18:05:21.0,
6_9,3.282,0,2015-12-11 18:05:21.0,
6_10,3.282,0,2015-12-11 18:05:21.0,
6_11,3.282,0,2015-12-11 18:05:21.0,
6_12,3.28,0,2015-12-11 18:05:21.0,
6_13,3.277,0,2015-12-11 18:05:21.0,
6_14,3.279,0,2015-12-11 18:05:21.0,
6_15,3.279,0,2015-12-11 18:05:21.0,
6_16,3.279,0,2015-12-11 18:05:21.0,
6_17,3.279,0,2015-12-11 18:05:21.0,
6_18,3.279,0,2015-12-11 18:05:21.0,
6_19,3.279,0,2015-12-11 18:05:21.0,
6_20,3.279,0,2015-12-11 18:05:21.0,
6_21,3.277,0,2015-12-11 18:05:21.0,
6_22,3.279,0,2015-12-11 18:05:21.0,
6_23,3.279,0,2015-12-11 18:05:21.0,
6_24,3.278,0,2015-12-11 18:05:21.0,
7_1,3.28,60,2015-12-11 18:05:21.0,
7_2,3.282,59,2015-12-11 18:05:21.0,
7_3,3.281,0,2015-12-11 18:05:21.0,
7_4,3.28,0,2015-12-11 18:05:21.0,
7_5,3.282,0,2015-12-11 18:05:21.0,
7_6,3.281,0,2015-12-11 18:05:21.0,
7_7,3.282,0,2015-12-11 18:05:21.0,
7_8,3.28,0,2015-12-11 18:05:21.0,
7_9,3.276,0,2015-12-11 18:05:21.0,
7_10,3.276,0,2015-12-11 18:05:21.0,
7_11,3.277,0,2015-12-11 18:05:21.0,
7_12,3.277,0,2015-12-11 18:05:21.0,
7_13,3.275,0,2015-12-11 18:05:21.0,
7_14,3.277,0,2015-12-11 18:05:21.0,
7_15,3.276,0,2015-12-11 18:05:21.0,
7_16,3.276,0,2015-12-11 18:05:21.0,
8_1,3.278,59,2015-12-11 18:05:21.0,
8_2,3.279,59,2015-12-11 18:05:21.0,
8_3,3.279,0,2015-12-11 18:05:21.0,
8_4,3.277,0,2015-12-11 18:05:21.0,
8_5,3.279,0,2015-12-11 18:05:21.0,
8_6,3.279,0,2015-12-11 18:05:21.0,
8_7,3.279,0,2015-12-11 18:05:21.0,
8_8,3.279,0,2015-12-11 18:05:21.0,
8_9,3.277,0,2015-12-11 18:05:21.0,
8_10,3.278,0,2015-12-11 18:05:21.0,
8_11,3.278,0,2015-12-11 18:05:21.0,
8_12,3.277,0,2015-12-11 18:05:21.0,
8_13,3.277,0,2015-12-11 18:05:21.0,
8_14,3.278,0,2015-12-11 18:05:21.0,
8_15,3.278,0,2015-12-11 18:05:21.0,
8_16,3.277,0,2015-12-11 18:05:21.0,
9_1,3.279,60,2015-12-11 18:05:21.0,
9_2,3.279,60,2015-12-11 18:05:21.0,
9_3,3.279,0,2015-12-11 18:05:21.0,
9_4,3.277,0,2015-12-11 18:05:21.0,
9_5,3.278,0,2015-12-11 18:05:21.0,
9_6,3.278,0,2015-12-11 18:05:21.0,
9_7,3.279,0,2015-12-11 18:05:21.0,
9_8,3.277,0,2015-12-11 18:05:21.0,
9_9,3.279,0,2015-12-11 18:05:21.0,
9_10,3.282,0,2015-12-11 18:05:21.0,
9_11,3.28,0,2015-12-11 18:05:21.0,
9_12,3.28,0,2015-12-11 18:05:21.0,
9_13,3.28,0,2015-12-11 18:05:21.0,
9_14,3.281,0,2015-12-11 18:05:21.0,
9_15,3.282,0,2015-12-11 18:05:21.0,
9_16,3.28,0,2015-12-11 18:05:21.0,
6_8,3.117,0,2015-12-11 18:35:20.0,
6_9,3.143,0,2015-12-11 18:35:20.0,
6_10,3.143,0,2015-12-11 18:35:20.0,
6_11,3.142,0,2015-12-11 18:35:20.0,
6_12,3.133,0,2015-12-11 18:35:20.0,
6_13,3.139,0,2015-12-11 18:35:20.0,
6_14,3.142,0,2015-12-11 18:35:20.0,
6_15,3.142,0,2015-12-11 18:35:20.0,
6_16,3.139,0,2015-12-11 18:35:20.0,
6_17,3.11,0,2015-12-11 18:35:20.0,
6_18,3.142,0,2015-12-11 18:35:20.0,
6_19,3.143,0,2015-12-11 18:35:20.0,
6_20,3.135,0,2015-12-11 18:35:20.0,
6_21,3.096,0,2015-12-11 18:35:20.0,
6_22,3.138,0,2015-12-11 18:35:20.0,
6_23,3.141,0,2015-12-11 18:35:20.0,
6_24,3.139,0,2015-12-11 18:35:20.0,
7_1,3.144,64,2015-12-11 18:35:20.0,
7_2,3.143,64,2015-12-11 18:35:20.0,
7_3,3.141,0,2015-12-11 18:35:20.0,
7_4,3.095,0,2015-12-11 18:35:20.0,
