"BWTID","FIRSTBOXNUM","SECONDBOXNUM","BATTERYNUM","VOLTAGENUM","TEMPREATURENUM","VOLTAGEVALUE","TEMPREATUREVALUE","RECEIVETIME","ROWID"
"10001939","1","null","16","168","null","3.342","-40","2016-06-21 21:49:29.0","12266"
"10001939","2","null","1","168","null","3.343","35","2016-06-21 21:49:29.0","12267"
"10001939","2","null","2","168","null","3.345","35","2016-06-21 21:49:29.0","12268"
"10001939","2","null","3","168","null","3.346","-40","2016-06-21 21:49:29.0","12269"
"10001939","2","null","4","168","null","3.356","-40","2016-06-21 21:49:29.0","12270"
"10001939","2","null","5","168","null","3.345","-40","2016-06-21 21:49:29.0","12271"
"10001939","2","null","6","168","null","3.346","-40","2016-06-21 21:49:29.0","12272"
"10001939","2","null","7","168","null","3.345","-40","2016-06-21 21:49:29.0","12273"
"10001939","2","null","8","168","null","3.345","-40","2016-06-21 21:49:29.0","12274"
"10001939","2","null","9","168","null","3.344","-40","2016-06-21 21:49:29.0","12275"
"10001939","2","null","10","168","null","3.345","-40","2016-06-21 21:49:29.0","12276"
"10001939","2","null","11","168","null","3.345","-40","2016-06-21 21:49:29.0","12277"
"10001939","2","null","12","168","null","3.346","-40","2016-06-21 21:49:29.0","12278"
"10001939","2","null","13","168","null","3.356","-40","2016-06-21 21:49:29.0","12279"
"10001939","2","null","14","168","null","3.346","-40","2016-06-21 21:49:29.0","12280"
"10001939","2","null","15","168","null","3.345","-40","2016-06-21 21:49:29.0","12281"
"10001939","2","null","16","168","null","3.345","-40","2016-06-21 21:49:29.0","12282"
"10001939","3","null","1","168","null","3.345","35","2016-06-21 21:49:29.0","12283"
"10001939","3","null","2","168","null","3.347","35","2016-06-21 21:49:29.0","12284"
"10001939","3","null","3","168","null","3.347","-40","2016-06-21 21:49:29.0","12285"
"10001939","3","null","4","168","null","3.357","-40","2016-06-21 21:49:29.0","12286"
"10001939","3","null","5","168","null","3.347","-40","2016-06-21 21:49:29.0","12287"
"10001939","3","null","6","168","null","3.348","-40","2016-06-21 21:49:29.0","12288"
"10001939","3","null","7","168","null","3.346","-40","2016-06-21 21:49:29.0","12289"
"10001939","3","null","8","168","null","3.356","-40","2016-06-21 21:49:29.0","12290"
"10001939","3","null","9","168","null","3.345","-40","2016-06-21 21:49:29.0","12291"
"10001939","3","null","10","168","null","3.346","-40","2016-06-21 21:49:29.0","12292"
"10001939","3","null","11","168","null","3.347","-40","2016-06-21 21:49:29.0","12293"
"10001939","3","null","12","168","null","3.346","-40","2016-06-21 21:49:29.0","12294"
"10001939","3","null","13","168","null","3.343","-40","2016-06-21 21:49:29.0","12295"
"10001939","3","null","14","168","null","3.345","-40","2016-06-21 21:49:29.0","12296"
"10001939","3","null","15","168","null","3.347","-40","2016-06-21 21:49:29.0","12297"
"10001939","3","null","16","168","null","3.346","-40","2016-06-21 21:49:29.0","12298"
"10001939","3","null","17","168","null","3.354","-40","2016-06-21 21:49:29.0","12299"
"10001939","3","null","18","168","null","3.345","-40","2016-06-21 21:49:29.0","12300"
"10001939","3","null","19","168","null","3.347","-40","2016-06-21 21:49:29.0","12301"
"10001939","3","null","20","168","null","3.346","-40","2016-06-21 21:49:29.0","12302"
"10001939","3","null","21","168","null","3.354","-40","2016-06-21 21:49:29.0","12303"
"10001939","3","null","22","168","null","3.345","-40","2016-06-21 21:49:29.0","12304"
"10001939","3","null","23","168","null","3.345","-40","2016-06-21 21:49:29.0","12305"
"10001939","3","null","24","168","null","3.345","-40","2016-06-21 21:49:29.0","12306"
"10001939","4","null","1","168","null","3.343","35","2016-06-21 21:49:29.0","12307"
"10001939","4","null","2","168","null","3.345","35","2016-06-21 21:49:29.0","12308"
"10001939","4","null","3","168","null","3.345","-40","2016-06-21 21:49:29.0","12309"
"10001939","4","null","4","168","null","3.355","-40","2016-06-21 21:49:29.0","12310"
"10001939","4","null","5","168","null","3.345","-40","2016-06-21 21:49:29.0","12311"
"10001939","4","null","6","168","null","3.345","-40","2016-06-21 21:49:29.0","12312"
"10001939","4","null","7","168","null","3.345","-40","2016-06-21 21:49:29.0","12313"
"10001939","4","null","8","168","null","3.342","-40","2016-06-21 21:49:29.0","12314"
"10001939","4","null","9","168","null","3.344","-40","2016-06-21 21:49:29.0","12315"
"10001939","4","null","10","168","null","3.346","-40","2016-06-21 21:49:29.0","12316"
"10001939","4","null","11","168","null","3.346","-40","2016-06-21 21:49:29.0","12317"
"10001939","4","null","12","168","null","3.348","-40","2016-06-21 21:49:29.0","12318"
"10001939","4","null","13","168","null","3.356","-40","2016-06-21 21:49:29.0","12319"
"10001939","4","null","14","168","null","3.347","-40","2016-06-21 21:49:29.0","12320"
"10001939","4","null","15","168","null","3.346","-40","2016-06-21 21:49:29.0","12321"
"10001939","4","null","16","168","null","3.345","-40","2016-06-21 21:49:29.0","12322"
"10001939","5","null","1","168","null","3.343","35","2016-06-21 21:49:29.0","12323"
"10001939","5","null","2","168","null","3.344","35","2016-06-21 21:49:29.0","12324"
"10001939","5","null","3","168","null","3.346","-40","2016-06-21 21:49:29.0","12325"
"10001939","5","null","4","168","null","3.356","-40","2016-06-21 21:49:29.0","12326"
"10001939","5","null","5","168","null","3.343","-40","2016-06-21 21:49:29.0","12327"
"10001939","5","null","6","168","null","3.345","-40","2016-06-21 21:49:29.0","12328"
"10001939","5","null","7","168","null","3.345","-40","2016-06-21 21:49:29.0","12329"
"10001939","5","null","8","168","null","3.354","-40","2016-06-21 21:49:29.0","12330"
"10001939","5","null","9","168","null","3.344","-40","2016-06-21 21:49:29.0","12331"
"10001939","5","null","10","168","null","3.345","-40","2016-06-21 21:49:29.0","12332"
"10001939","5","null","11","168","null","3.345","-40","2016-06-21 21:49:29.0","12333"
"10001939","5","null","12","168","null","3.345","-40","2016-06-21 21:49:29.0","12334"
"10001939","5","null","13","168","null","3.344","-40","2016-06-21 21:49:29.0","12335"
"10001939","5","null","14","168","null","3.345","-40","2016-06-21 21:49:29.0","12336"
"10001939","5","null","15","168","null","3.345","-40","2016-06-21 21:49:29.0","12337"
"10001939","5","null","16","168","null","3.345","-40","2016-06-21 21:49:29.0","12338"
"10001939","5","null","17","168","null","3.355","-40","2016-06-21 21:49:29.0","12339"
"10001939","5","null","18","168","null","3.345","-40","2016-06-21 21:49:29.0","12340"
"10001939","5","null","19","168","null","3.346","-40","2016-06-21 21:49:29.0","12341"
"10001939","5","null","20","168","null","3.346","-40","2016-06-21 21:49:29.0","12342"
"10001939","5","null","21","168","null","3.355","-40","2016-06-21 21:49:29.0","12343"
"10001939","5","null","22","168","null","3.345","-40","2016-06-21 21:49:29.0","12344"
"10001939","5","null","23","168","null","3.345","-40","2016-06-21 21:49:29.0","12345"
"10001939","5","null","24","168","null","3.345","-40","2016-06-21 21:49:29.0","12346"
"10001939","6","null","1","168","null","3.346","35","2016-06-21 21:49:29.0","12347"
"10001939","6","null","2","168","null","3.347","35","2016-06-21 21:49:29.0","12348"
"10001939","6","null","3","168","null","3.348","-40","2016-06-21 21:49:29.0","12349"
"10001939","6","null","4","168","null","3.359","-40","2016-06-21 21:49:29.0","12350"
"10001939","6","null","5","168","null","3.346","-40","2016-06-21 21:49:29.0","12351"
"10001939","6","null","6","168","null","3.348","-40","2016-06-21 21:49:29.0","12352"
"10001939","6","null","7","168","null","3.348","-40","2016-06-21 21:49:29.0","12353"
"10001939","6","null","8","168","null","3.357","-40","2016-06-21 21:49:29.0","12354"
"10001939","6","null","9","168","null","3.348","-40","2016-06-21 21:49:29.0","12355"
"10001939","6","null","10","168","null","3.348","-40","2016-06-21 21:49:29.0","12356"
"10001939","6","null","11","168","null","3.348","-40","2016-06-21 21:49:29.0","12357"
"10001939","6","null","12","168","null","3.348","-40","2016-06-21 21:49:29.0","12358"
"10001939","6","null","13","168","null","3.342","-40","2016-06-21 21:49:29.0","12359"
"10001939","6","null","14","168","null","3.344","-40","2016-06-21 21:49:29.0","12360"
"10001939","6","null","15","168","null","3.344","-40","2016-06-21 21:49:29.0","12361"
"10001939","6","null","16","168","null","3.345","-40","2016-06-21 21:49:29.0","12362"
"10001939","6","null","17","168","null","3.355","-40","2016-06-21 21:49:29.0","12363"
"10001939","6","null","18","168","null","3.345","-40","2016-06-21 21:49:29.0","12364"
"10001939","6","null","19","168","null","3.345","-40","2016-06-21 21:49:29.0","12365"
"10001939","6","null","20","168","null","3.345","-40","2016-06-21 21:49:29.0","12366"
"10001939","6","null","21","168","null","3.355","-40","2016-06-21 21:49:29.0","12367"
"10001939","6","null","22","168","null","3.345","-40","2016-06-21 21:49:29.0","12368"
"10001939","6","null","23","168","null","3.345","-40","2016-06-21 21:49:29.0","12369"
"10001939","6","null","24","168","null","3.345","-40","2016-06-21 21:49:29.0","12370"
"10001939","7","null","1","168","null","3.346","35","2016-06-21 21:49:29.0","12371"
"10001939","7","null","2","168","null","3.348","35","2016-06-21 21:49:29.0","12372"
"10001939","7","null","3","168","null","3.348","-40","2016-06-21 21:49:29.0","12373"
"10001939","7","null","4","168","null","3.36","-40","2016-06-21 21:49:29.0","12374"
"10001939","7","null","5","168","null","3.348","-40","2016-06-21 21:49:29.0","12375"
"10001939","7","null","6","168","null","3.349","-40","2016-06-21 21:49:29.0","12376"
"10001939","7","null","7","168","null","3.348","-40","2016-06-21 21:49:29.0","12377"
"10001939","7","null","8","168","null","3.348","-40","2016-06-21 21:49:29.0","12378"
"10001939","7","null","9","168","null","3.341","-40","2016-06-21 21:49:29.0","12379"
"10001939","7","null","10","168","null","3.344","-40","2016-06-21 21:49:29.0","12380"
"10001939","7","null","11","168","null","3.343","-40","2016-06-21 21:49:29.0","12381"
"10001939","7","null","12","168","null","3.343","-40","2016-06-21 21:49:29.0","12382"
"10001939","7","null","13","168","null","3.352","-40","2016-06-21 21:49:29.0","12383"
"10001939","7","null","14","168","null","3.343","-40","2016-06-21 21:49:29.0","12384"
"10001939","7","null","15","168","null","3.343","-40","2016-06-21 21:49:29.0","12385"
"10001939","7","null","16","168","null","3.343","-40","2016-06-21 21:49:29.0","12386"
"10001939","8","null","1","168","null","3.344","35","2016-06-21 21:49:29.0","12387"
"10001939","8","null","2","168","null","3.345","35","2016-06-21 21:49:29.0","12388"
"10001939","8","null","3","168","null","3.345","-40","2016-06-21 21:49:29.0","12389"
"10001939","8","null","4","168","null","3.356","-40","2016-06-21 21:49:29.0","12390"
"10001939","8","null","5","168","null","3.345","-40","2016-06-21 21:49:29.0","12391"
"10001939","8","null","6","168","null","3.346","-40","2016-06-21 21:49:29.0","12392"
"10001939","8","null","7","168","null","3.346","-40","2016-06-21 21:49:29.0","12393"
"10001939","8","null","8","168","null","3.343","-40","2016-06-21 21:49:29.0","12394"
"10001939","8","null","9","168","null","3.342","-40","2016-06-21 21:49:29.0","12395"
"10001939","8","null","10","168","null","3.344","-40","2016-06-21 21:49:29.0","12396"
"10001939","8","null","11","168","null","3.345","-40","2016-06-21 21:49:29.0","12397"
"10001939","8","null","12","168","null","3.345","-40","2016-06-21 21:49:29.0","12398"
"10001939","8","null","13","168","null","3.354","-40","2016-06-21 21:49:29.0","12399"
"10001939","8","null","14","168","null","3.345","-40","2016-06-21 21:49:29.0","12400"
"10001939","8","null","15","168","null","3.345","-40","2016-06-21 21:49:29.0","12401"
"10001939","8","null","16","168","null","3.344","-40","2016-06-21 21:49:29.0","12402"
"10001939","9","null","1","168","null","3.343","35","2016-06-21 21:49:29.0","12403"
"10001939","9","null","2","168","null","3.344","35","2016-06-21 21:49:29.0","12404"
"10001939","9","null","3","168","null","3.345","-40","2016-06-21 21:49:29.0","12405"
"10001939","9","null","4","168","null","3.354","-40","2016-06-21 21:49:29.0","12406"
"10001939","9","null","5","168","null","3.343","-40","2016-06-21 21:49:29.0","12407"
"10001939","9","null","6","168","null","3.345","-40","2016-06-21 21:49:29.0","12408"
"10001939","9","null","7","168","null","3.345","-40","2016-06-21 21:49:29.0","12409"
"10001939","9","null","8","168","null","3.343","-40","2016-06-21 21:49:29.0","12410"
"10001939","9","null","9","168","null","3.345","-40","2016-06-21 21:49:29.0","12411"
"10001939","9","null","10","168","null","3.348","-40","2016-06-21 21:49:29.0","12412"
"10001939","9","null","11","168","null","3.346","-40","2016-06-21 21:49:29.0","12413"
"10001939","9","null","12","168","null","3.347","-40","2016-06-21 21:49:29.0","12414"
"10001939","9","null","13","168","null","3.356","-40","2016-06-21 21:49:29.0","12415"
"10001939","9","null","14","168","null","3.348","-40","2016-06-21 21:49:29.0","12416"
"10001939","9","null","15","168","null","3.347","-40","2016-06-21 21:49:29.0","12417"
"10001939","9","null","16","168","null","3.345","-40","2016-06-21 21:49:29.0","12418"
"10001939","1","null","1","168","null","3.343","37","2016-06-21 21:49:29.0","12419"
"10001939","1","null","2","168","null","3.345","35","2016-06-21 21:49:29.0","12420"
"10001939","1","null","3","168","null","3.345","-40","2016-06-21 21:49:29.0","12421"
"10001939","1","null","4","168","null","3.357","-40","2016-06-21 21:49:29.0","12422"
"10001939","1","null","5","168","null","3.345","-40","2016-06-21 21:49:29.0","12423"
"10001939","1","null","6","168","null","3.346","-40","2016-06-21 21:49:29.0","12424"
"10001939","1","null","7","168","null","3.345","-40","2016-06-21 21:49:29.0","12425"
"10001939","1","null","8","168","null","3.345","-40","2016-06-21 21:49:29.0","12426"
"10001939","1","null","9","168","null","3.342","-40","2016-06-21 21:49:29.0","12427"
"10001939","1","null","10","168","null","3.343","-40","2016-06-21 21:49:29.0","12428"
"10001939","1","null","11","168","null","3.343","-40","2016-06-21 21:49:29.0","12429"
"10001939","1","null","12","168","null","3.343","-40","2016-06-21 21:49:29.0","12430"
"10001939","1","null","13","168","null","3.354","-40","2016-06-21 21:49:29.0","12431"
"10001939","1","null","14","168","null","3.345","-40","2016-06-21 21:49:29.0","12432"
"10001939","1","null","1","168","null","3.346","37","2016-06-21 22:19:30.0","12433"
"10001939","1","null","2","168","null","3.348","37","2016-06-21 22:19:30.0","12434"
"10001939","1","null","3","168","null","3.349","-40","2016-06-21 22:19:30.0","12435"
"10001939","1","null","4","168","null","3.36","-40","2016-06-21 22:19:30.0","12436"
"10001939","1","null","5","168","null","3.348","-40","2016-06-21 22:19:30.0","12437"
"10001939","1","null","6","168","null","3.35","-40","2016-06-21 22:19:30.0","12438"
"10001939","1","null","7","168","null","3.348","-40","2016-06-21 22:19:30.0","12439"
"10001939","1","null","8","168","null","3.348","-40","2016-06-21 22:19:30.0","12440"
"10001939","1","null","9","168","null","3.345","-40","2016-06-21 22:19:30.0","12441"
"10001939","1","null","10","168","null","3.347","-40","2016-06-21 22:19:30.0","12442"
"10001939","1","null","11","168","null","3.347","-40","2016-06-21 22:19:30.0","12443"
"10001939","1","null","12","168","null","3.348","-40","2016-06-21 22:19:30.0","12444"
"10001939","1","null","13","168","null","3.357","-40","2016-06-21 22:19:30.0","12445"
"10001939","1","null","14","168","null","3.347","-40","2016-06-21 22:19:30.0","12446"
"10001939","1","null","15","168","null","3.347","-40","2016-06-21 22:19:30.0","12447"
"10001939","1","null","16","168","null","3.345","-40","2016-06-21 22:19:30.0","12448"
"10001939","2","null","1","168","null","3.347","37","2016-06-21 22:19:30.0","12449"
"10001939","2","null","2","168","null","3.348","35","2016-06-21 22:19:30.0","12450"
"10001939","2","null","3","168","null","3.349","-40","2016-06-21 22:19:30.0","12451"
"10001939","2","null","4","168","null","3.36","-40","2016-06-21 22:19:30.0","12452"
"10001939","2","null","5","168","null","3.348","-40","2016-06-21 22:19:30.0","12453"
"10001939","2","null","6","168","null","3.349","-40","2016-06-21 22:19:30.0","12454"
"10001939","2","null","7","168","null","3.348","-40","2016-06-21 22:19:30.0","12455"
"10001939","2","null","8","168","null","3.348","-40","2016-06-21 22:19:30.0","12456"
"10001939","2","null","9","168","null","3.347","-40","2016-06-21 22:19:30.0","12457"
"10001939","2","null","10","168","null","3.349","-40","2016-06-21 22:19:30.0","12458"
"10001939","2","null","11","168","null","3.348","-40","2016-06-21 22:19:30.0","12459"
"10001939","2","null","12","168","null","3.349","-40","2016-06-21 22:19:30.0","12460"
"10001939","2","null","13","168","null","3.358","-40","2016-06-21 22:19:30.0","12461"
"10001939","2","null","14","168","null","3.349","-40","2016-06-21 22:19:30.0","12462"
"10001939","2","null","15","168","null","3.348","-40","2016-06-21 22:19:30.0","12463"
"10001939","2","null","16","168","null","3.349","-40","2016-06-21 22:19:30.0","12464"
"10001939","3","null","1","168","null","3.348","37","2016-06-21 22:19:30.0","12465"
"10001939","3","null","2","168","null","3.351","35","2016-06-21 22:19:30.0","12466"
"10001939","3","null","3","168","null","3.351","-40","2016-06-21 22:19:30.0","12467"
"10001939","3","null","4","168","null","3.361","-40","2016-06-21 22:19:30.0","12468"
"10001939","3","null","5","168","null","3.349","-40","2016-06-21 22:19:30.0","12469"
"10001939","3","null","6","168","null","3.349","-40","2016-06-21 22:19:30.0","12470"
"10001939","3","null","7","168","null","3.35","-40","2016-06-21 22:19:30.0","12471"
"10001939","3","null","8","168","null","3.36","-40","2016-06-21 22:19:30.0","12472"
"10001939","3","null","9","168","null","3.348","-40","2016-06-21 22:19:30.0","12473"
"10001939","3","null","10","168","null","3.349","-40","2016-06-21 22:19:30.0","12474"
"10001939","3","null","11","168","null","3.35","-40","2016-06-21 22:19:30.0","12475"
"10001939","3","null","12","168","null","3.351","-40","2016-06-21 22:19:30.0","12476"
"10001939","3","null","13","168","null","3.346","-40","2016-06-21 22:19:30.0","12477"
"10001939","3","null","14","168","null","3.35","-40","2016-06-21 22:19:30.0","12478"
"10001939","3","null","15","168","null","3.35","-40","2016-06-21 22:19:30.0","12479"
"10001939","3","null","16","168","null","3.349","-40","2016-06-21 22:19:30.0","12480"
"10001939","3","null","17","168","null","3.357","-40","2016-06-21 22:19:30.0","12481"
"10001939","3","null","18","168","null","3.348","-40","2016-06-21 22:19:30.0","12482"
"10001939","3","null","19","168","null","3.349","-40","2016-06-21 22:19:30.0","12483"
"10001939","3","null","20","168","null","3.349","-40","2016-06-21 22:19:30.0","12484"
"10001939","3","null","21","168","null","3.359","-40","2016-06-21 22:19:30.0","12485"
"10001939","3","null","22","168","null","3.348","-40","2016-06-21 22:19:30.0","12486"
"10001939","3","null","23","168","null","3.348","-40","2016-06-21 22:19:30.0","12487"
"10001939","3","null","24","168","null","3.348","-40","2016-06-21 22:19:30.0","12488"
"10001939","4","null","1","168","null","3.346","37","2016-06-21 22:19:30.0","12489"
"10001939","4","null","2","168","null","3.347","35","2016-06-21 22:19:30.0","12490"
"10001939","4","null","3","168","null","3.348","-40","2016-06-21 22:19:30.0","12491"
"10001939","4","null","4","168","null","3.359","-40","2016-06-21 22:19:30.0","12492"
"10001939","4","null","5","168","null","3.348","-40","2016-06-21 22:19:30.0","12493"
"10001939","4","null","6","168","null","3.348","-40","2016-06-21 22:19:30.0","12494"
"10001939","4","null","7","168","null","3.348","-40","2016-06-21 22:19:30.0","12495"
"10001939","4","null","8","168","null","3.346","-40","2016-06-21 22:19:30.0","12496"
"10001939","4","null","9","168","null","3.348","-40","2016-06-21 22:19:30.0","12497"
"10001939","4","null","10","168","null","3.349","-40","2016-06-21 22:19:30.0","12498"
"10001939","4","null","11","168","null","3.349","-40","2016-06-21 22:19:30.0","12499"
"10001939","4","null","12","168","null","3.351","-40","2016-06-21 22:19:30.0","12500"
"10001939","4","null","13","168","null","3.36","-40","2016-06-21 22:19:30.0","12501"
"10001939","4","null","14","168","null","3.35","-40","2016-06-21 22:19:30.0","12502"
"10001939","4","null","15","168","null","3.349","-40","2016-06-21 22:19:30.0","12503"
"10001939","4","null","16","168","null","3.348","-40","2016-06-21 22:19:30.0","12504"
"10001939","5","null","1","168","null","3.347","37","2016-06-21 22:19:30.0","12505"
"10001939","5","null","2","168","null","3.347","35","2016-06-21 22:19:30.0","12506"
"10001939","5","null","3","168","null","3.349","-40","2016-06-21 22:19:30.0","12507"
"10001939","5","null","4","168","null","3.36","-40","2016-06-21 22:19:30.0","12508"
"10001939","5","null","5","168","null","3.347","-40","2016-06-21 22:19:30.0","12509"
"10001939","5","null","6","168","null","3.348","-40","2016-06-21 22:19:30.0","12510"
"10001939","5","null","7","168","null","3.348","-40","2016-06-21 22:19:30.0","12511"
"10001939","5","null","8","168","null","3.357","-40","2016-06-21 22:19:30.0","12512"
"10001939","5","null","9","168","null","3.348","-40","2016-06-21 22:19:30.0","12513"
"10001939","5","null","10","168","null","3.348","-40","2016-06-21 22:19:30.0","12514"
"10001939","5","null","11","168","null","3.348","-40","2016-06-21 22:19:30.0","12515"
"10001939","5","null","12","168","null","3.348","-40","2016-06-21 22:19:30.0","12516"
"10001939","5","null","13","168","null","3.348","-40","2016-06-21 22:19:30.0","12517"
"10001939","5","null","14","168","null","3.348","-40","2016-06-21 22:19:30.0","12518"
"10001939","5","null","15","168","null","3.349","-40","2016-06-21 22:19:30.0","12519"
"10001939","5","null","16","168","null","3.348","-40","2016-06-21 22:19:30.0","12520"
"10001939","5","null","17","168","null","3.358","-40","2016-06-21 22:19:30.0","12521"
"10001939","5","null","18","168","null","3.348","-40","2016-06-21 22:19:30.0","12522"
"10001939","5","null","19","168","null","3.349","-40","2016-06-21 22:19:30.0","12523"
"10001939","5","null","20","168","null","3.349","-40","2016-06-21 22:19:30.0","12524"
"10001939","5","null","21","168","null","3.358","-40","2016-06-21 22:19:30.0","12525"
"10001939","5","null","22","168","null","3.348","-40","2016-06-21 22:19:30.0","12526"
"10001939","5","null","23","168","null","3.348","-40","2016-06-21 22:19:30.0","12527"
"10001939","5","null","24","168","null","3.348","-40","2016-06-21 22:19:30.0","12528"
"10001939","6","null","1","168","null","3.349","37","2016-06-21 22:19:30.0","12529"
"10001939","6","null","2","168","null","3.351","35","2016-06-21 22:19:30.0","12530"
"10001939","6","null","3","168","null","3.351","-40","2016-06-21 22:19:30.0","12531"
"10001939","6","null","4","168","null","3.363","-40","2016-06-21 22:19:30.0","12532"
"10001939","6","null","5","168","null","3.35","-40","2016-06-21 22:19:30.0","12533"
"10001939","6","null","6","168","null","3.351","-40","2016-06-21 22:19:30.0","12534"
"10001939","6","null","7","168","null","3.351","-40","2016-06-21 22:19:30.0","12535"
"10001939","6","null","8","168","null","3.361","-40","2016-06-21 22:19:30.0","12536"
"10001939","6","null","9","168","null","3.35","-40","2016-06-21 22:19:30.0","12537"
"10001939","6","null","10","168","null","3.351","-40","2016-06-21 22:19:30.0","12538"
"10001939","6","null","11","168","null","3.351","-40","2016-06-21 22:19:30.0","12539"
"10001939","6","null","12","168","null","3.352","-40","2016-06-21 22:19:30.0","12540"
"10001939","6","null","13","168","null","3.347","-40","2016-06-21 22:19:30.0","12541"
"10001939","6","null","14","168","null","3.348","-40","2016-06-21 22:19:30.0","12542"
"10001939","6","null","15","168","null","3.347","-40","2016-06-21 22:19:30.0","12543"
"10001939","6","null","16","168","null","3.348","-40","2016-06-21 22:19:30.0","12544"
"10001939","6","null","17","168","null","3.358","-40","2016-06-21 22:19:30.0","12545"
"10001939","6","null","18","168","null","3.348","-40","2016-06-21 22:19:30.0","12546"
"10001939","6","null","19","168","null","3.348","-40","2016-06-21 22:19:30.0","12547"
"10001939","6","null","20","168","null","3.348","-40","2016-06-21 22:19:30.0","12548"
"10001939","6","null","21","168","null","3.36","-40","2016-06-21 22:19:30.0","12549"
"10001939","6","null","22","168","null","3.349","-40","2016-06-21 22:19:30.0","12550"
"10001939","6","null","23","168","null","3.348","-40","2016-06-21 22:19:30.0","12551"
"10001939","6","null","24","168","null","3.348","-40","2016-06-21 22:19:30.0","12552"
"10001939","7","null","1","168","null","3.35","37","2016-06-21 22:19:30.0","12553"
"10001939","7","null","2","168","null","3.352","35","2016-06-21 22:19:30.0","12554"
"10001939","7","null","3","168","null","3.351","-40","2016-06-21 22:19:30.0","12555"
"10001939","7","null","4","168","null","3.363","-40","2016-06-21 22:19:30.0","12556"
"10001939","7","null","5","168","null","3.351","-40","2016-06-21 22:19:30.0","12557"
"10001939","7","null","6","168","null","3.351","-40","2016-06-21 22:19:30.0","12558"
"10001939","7","null","7","168","null","3.351","-40","2016-06-21 22:19:30.0","12559"
"10001939","7","null","8","168","null","3.351","-40","2016-06-21 22:19:30.0","12560"
"10001939","7","null","9","168","null","3.345","-40","2016-06-21 22:19:30.0","12561"
"10001939","7","null","10","168","null","3.347","-40","2016-06-21 22:19:30.0","12562"
"10001939","7","null","11","168","null","3.346","-40","2016-06-21 22:19:30.0","12563"
"10001939","7","null","12","168","null","3.346","-40","2016-06-21 22:19:30.0","12564"
"10001939","7","null","13","168","null","3.355","-40","2016-06-21 22:19:30.0","12565"
"10001939","7","null","14","168","null","3.346","-40","2016-06-21 22:19:30.0","12566"
"10001939","7","null","15","168","null","3.346","-40","2016-06-21 22:19:30.0","12567"
"10001939","7","null","16","168","null","3.347","-40","2016-06-21 22:19:30.0","12568"
"10001939","8","null","1","168","null","3.348","35","2016-06-21 22:19:30.0","12569"
"10001939","8","null","2","168","null","3.348","35","2016-06-21 22:19:30.0","12570"
"10001939","8","null","3","168","null","3.348","-40","2016-06-21 22:19:30.0","12571"
"10001939","8","null","4","168","null","3.359","-40","2016-06-21 22:19:30.0","12572"
"10001939","8","null","5","168","null","3.348","-40","2016-06-21 22:19:30.0","12573"
"10001939","8","null","6","168","null","3.349","-40","2016-06-21 22:19:30.0","12574"
"10001939","8","null","7","168","null","3.35","-40","2016-06-21 22:19:30.0","12575"
"10001939","8","null","8","168","null","3.346","-40","2016-06-21 22:19:30.0","12576"
"10001939","8","null","9","168","null","3.346","-40","2016-06-21 22:19:30.0","12577"
"10001939","8","null","10","168","null","3.347","-40","2016-06-21 22:19:30.0","12578"
"10001939","8","null","11","168","null","3.348","-40","2016-06-21 22:19:30.0","12579"
"10001939","8","null","12","168","null","3.348","-40","2016-06-21 22:19:30.0","12580"
"10001939","8","null","13","168","null","3.357","-40","2016-06-21 22:19:30.0","12581"
"10001939","8","null","14","168","null","3.348","-40","2016-06-21 22:19:30.0","12582"
"10001939","8","null","15","168","null","3.348","-40","2016-06-21 22:19:30.0","12583"
"10001939","8","null","16","168","null","3.347","-40","2016-06-21 22:19:30.0","12584"
"10001939","9","null","1","168","null","3.347","37","2016-06-21 22:19:30.0","12585"
"10001939","9","null","2","168","null","3.348","35","2016-06-21 22:19:30.0","12586"
"10001939","9","null","3","168","null","3.348","-40","2016-06-21 22:19:30.0","12587"
"10001939","9","null","4","168","null","3.358","-40","2016-06-21 22:19:30.0","12588"
"10001939","9","null","5","168","null","3.346","-40","2016-06-21 22:19:30.0","12589"
"10001939","9","null","6","168","null","3.348","-40","2016-06-21 22:19:30.0","12590"
"10001939","9","null","7","168","null","3.348","-40","2016-06-21 22:19:30.0","12591"
"10001939","9","null","8","168","null","3.346","-40","2016-06-21 22:19:30.0","12592"
"10001939","9","null","9","168","null","3.348","-40","2016-06-21 22:19:30.0","12593"
"10001939","9","null","10","168","null","3.351","-40","2016-06-21 22:19:30.0","12594"
"10001939","9","null","11","168","null","3.349","-40","2016-06-21 22:19:30.0","12595"
"10001939","9","null","12","168","null","3.349","-40","2016-06-21 22:19:30.0","12596"
"10001939","9","null","13","168","null","3.36","-40","2016-06-21 22:19:30.0","12597"
"10001939","9","null","14","168","null","3.351","-40","2016-06-21 22:19:30.0","12598"
"10001939","9","null","15","168","null","3.35","-40","2016-06-21 22:19:30.0","12599"
"10001939","9","null","16","168","null","3.349","-40","2016-06-21 22:19:30.0","12600"
"10001939","1","null","1","168","null","3.355","38","2016-06-21 22:49:31.0","12601"
"10001939","1","null","2","168","null","3.357","37","2016-06-21 22:49:31.0","12602"
"10001939","1","null","3","168","null","3.355","-40","2016-06-21 22:49:31.0","12603"
"10001939","1","null","4","168","null","3.369","-40","2016-06-21 22:49:31.0","12604"
